names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
Roald Dahl's Matilda the Musical,12/08/2022 ,68.0,"Family, Comedy, Fantasy","An extraordinary young girl discovers her superpower and summons the remarkable courage, against all odds, to help others change their stories, whilst also taking charge of her own destiny. Standing up for what's right, she's met with miraculous results.","Alisha Weir, Matilda Wormwood, Emma Thompson, Agatha Trunchbull, Lashana Lynch, Miss Honey, Stephen Graham, Mr. Wormwood, Andrea Riseborough, Mrs. Wormwood, Sindhu Vee, Mrs. Phelps, Charlie Hodson-Prior, Bruce Bogtrotter, Meesha Garbett, Hortensia, Rei Yamauchi Fulker, Lavender",Roald Dahl's Matilda the Musical, Released, English,25000000.0,13276499.0,AU
The Simpsons Meet the Bocellis in Feliz Navidad,12/15/2022 ,52.0,"Animation, Family, Comedy","This Christmas, Homer surprises Marge with the ultimate gift: an unforgettable performance from Italian opera superstar Andrea Bocelli and his children Matteo and Virginia.","Nancy Cartwright, Bart Simpson (voice), Yeardley Smith, Lisa Simpson (voice), Dan Castellaneta, Homer Simpson (voice), Julie Kavner, Marge Simpson (voice), Andrea Bocelli, Self (voice), Matteo Bocelli, Self (voice), Virginia Bocelli, Self (voice)",The Simpsons Meet the Bocellis in Feliz Navidad, Released, English,97200000.0,425726914.4,US
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,02/25/2021 ,83.0,"Animation, Action, Adventure, Fantasy, Thriller","Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!","Natsuki Hanae, Tanjiro Kamado (voice), Akari Kito, Nezuko Kamado (voice), Hiro Shimono, Zenitsu Agatsuma (voice), Yoshitsugu Matsuoka, Inosuke Hashibira (voice), Satoshi Hino, Kyojuro Rengoku (voice), Takahiro Sakurai, Giyū Tomioka (voice), Katsuyuki Konishi, Tengen Uzui (voice), Saori Hayami, Shinobu Kocho (voice), Kenichi Suzumura, Obanai Iguro (voice)", 劇場版「鬼滅の刃」無限列車編, Released, Japanese,15800000.0,503063688.0,AU
Huesera: The Bone Woman,02/23/2023 ,58.0,"Drama, Horror, Mystery","Valeria's joy at becoming a first-time mother is quickly taken away when she's cursed by a sinister entity. As danger closes in, she's forced deeper into a chilling world of dark magic that threatens to consume her.","Natalia Solián, Valeria, Alfonso Dosal, Raúl, Mayra Batalla, Octavia, Mercedes Hernández, Isabel, Aida López, Maricarmen, Martha Claudia Moreno, Ursula, Enoc Leaño, Luis, Pablo Guisa Koestinger, Vecino (cameo), Sonia Couoh, Vero", Huesera, Released," Spanish, Castilian",135000000.0,670271186.2,MX
The Last Heretic,11/09/2022 ,55.0,"Thriller, Horror","Juan Conte is a world-renowned spokesman of the new atheism. After suffering a heart attack, he receives a transplant and a change in his personal life begins, opening up to the possibility of being in a couple for the first time. Juan will go on a journey of horror and pain, in which his vision of reality will be put to the test.","Germán Palacios, Juan Conte, Victoria Almeida, María, Gloria Carrá, , César Bordón, Tomás Rubio, Germán de Silva, , Miguel Jordán, , Héctor Calori, , María Inés Banegas, , Daniel Miglioranza, Doctor", El último hereje, Released," Spanish, Castilian",122400000.0,344127931.8,AR
JUNG_E,01/20/2023 ,63.0,"Science Fiction, Action, Adventure","On an uninhabitable 22nd-century Earth, the outcome of a civil war hinges on cloning the brain of an elite soldier to create a robot mercenary.","Kang Soo-youn, Seo-hyun, Kim Hyun-joo, Jung-yi, Ryu Kyung-soo, Sang-hoon, Uhm Ji-won, Se-yeon, Lee Dong-hee, Chairman, Han Woo-yeol, Jae-kyung, Lee Ga-kyung, Researcher 2, Shin Min-jae, Researcher 3, Kim Sun-hyuk, Researcher 5", 정이, Released, Korean,66240000.0,580188584.0,KR
A Man Called Otto,01/01/2023 ,79.0,"Comedy, Drama","When a lively young family moves in next door, grumpy widower Otto Anderson meets his match in a quick-witted, pregnant woman named Marisol, leading to an unlikely friendship that turns his world upside down.","Tom Hanks, Otto Anderson, Mariana Treviño, Marisol, Rachel Keller, Sonya, Manuel Garcia-Rulfo, Tommy, Cameron Britton, Jimmy, Kailey Hyman, Barb, Mike Birbiglia, Real Estate Agent, Elle Chapman, Sarah, Joe Fishel, Army Doctor",A Man Called Otto, Released, English,50000000.0,108973274.0,AU
Champions,03/09/2023 ,68.0,Comedy,A stubborn and hotheaded minor league basketball coach is forced to train a Special Olympics team when he is sentenced to community service.,"Woody Harrelson, Marcus, Kaitlin Olson, Alex, Cheech Marin, Julio, Matt Cook, Sonny, Ernie Hudson, Coach Phil Peretti, Madison Tevlin, Cosentino, Joshua Felder, Darius, Kevin Iannucci, Johnny, Ashton Gunning, Cody",Champions, Released, English,51880004.0,9263009.0,AU
Dungeons & Dragons: Honor Among Thieves,03/30/2023 ,76.0,"Adventure, Fantasy, Comedy","A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.","Chris Pine, Edgin Darvis, Michelle Rodriguez, Holga Kilgore, Regé-Jean Page, Xenk Yendar, Justice Smith, Simon Aumar, Sophia Lillis, Doric, Hugh Grant, Forge Fitzwilliam, Jason Wong, Dralas, Chloe Coleman, Kira Darvis, Daisy Head, Sofina the Red Wizard",Dungeons & Dragons: Honor Among Thieves, Released, English,150000000.0,158598670.0,AU
Troll,12/01/2022 ,68.0,"Fantasy, Action, Adventure, Thriller","Deep inside the mountain of Dovre, something gigantic awakens after being trapped for a thousand years. Destroying everything in its path, the creature is fast approaching the capital of Norway. But how do you stop something you thought only existed in Norwegian folklore?","Ine Marie Wilmann, Nora Tidemann, Kim S. Falck-Jørgensen, Andreas Isaksen, Mads Sjøgård Pettersen, Kristoffer, Gard B. Eidsvold, Tobias Tidemann, Anneke von der Lippe, Statsminister Berit Moberg, Dennis Storhøi, Forsvarssjef General Sverre Lunde, Karoline Viktoria Sletteng Garvang, Sigrid Hodne, Yusuf Toosh Ibra, Amir, Ameli Olving Sælevik, Unge Nora Tidemann",Troll, Released, Norwegian,121400000.0,977795653.4,AU
Sonic the Hedgehog 2,03/31/2022 ,76.0,"Action, Adventure, Family, Comedy","After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.","James Marsden, Tom Wachowski, Ben Schwartz, Sonic the Hedgehog (voice), Tika Sumpter, Maddie Wachowski, Natasha Rothwell, Rachel, Adam Pally, Wade Whipple, Shemar Moore, Randall, Colleen O'Shaughnessey, Miles 'Tails' Prower (voice), Lee Majdoub, Agent Stone, Idris Elba, Knuckles the Echidna (voice)",Sonic the Hedgehog 2, Released, English,90000000.0,405421518.0,AU
A Bronx Tale,05/20/1994 ,78.0,"Drama, Crime","Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl.","Robert De Niro, Lorenzo Anello, Chazz Palminteri, Sonny LoSpecchio, Lillo Brancato, Calogero ""C"" Anello (Age 17), Francis Capra, Calogero ""C"" Anello (Age 9), Taral Hicks, Jane Williams, Kathrine Narducci, Rosina Anello, Clem Caserta, Jimmy Whispers, Alfred Sauchelli Jr., Bobby Bars, Frank Pietrangolare, Danny K.O.",A Bronx Tale, Released, English,10000000.0,17287898.0,AU
Big Trip 2: Special Delivery,01/19/2023 ,65.0,"Animation, Family, Adventure, Comedy","It has been a year since Mic Mic and Oscar returned from their incredible adventure. And now, after a diabolical plan by Vulture to sabotage the delivery of the Grizzly cub to his opponent in the American presidential elections, Mic Mic, Oscar, Panda teenager and Stork set off on another great adventure as they ride a zeppelin to return little Grizzly to its rightful parents and save the American elections and the whole continent from an erupting volcano.","Daniil Medvedev, Mic-Mic (voice), Bernard Jacobsen, Don Vulture (voice), Stephen Thomas Ochsner, Oscar (voice) (as Steven Ochsner), Liza Klimova, Michaela / Squirrel (voice), Kate Lann, Mary Grizzly / Stork Fan 1 (voice), Jonathan Salway, Old Stork (voice), Jordan Worsley, Billy (voice), David Andrew Grout, Karl (voice) (as David Grout), Andrey Kurganov, Arnold / Big Hyena / Elk (voice)", Большое путешествие. Специальная доставка, Released, Russian,95200000.0,416119951.4,AU
Encanto at the Hollywood Bowl,12/28/2022 ,73.0,Music,"A taped performance of the Encanto Live-to-Film Concert Experience at the Hollywood Bowl. The original cast puts on a miracle of a concert as they sing the favorite songs, accompanied by a full orchestra and 50 person ensemble, and the Hollywood Bowl transforms into Casita!","Lin-Manuel Miranda, Host - Self, Stephanie Beatriz, Mirabel Madrigal, Adassa, Dolores Madrigal, Carolina Gaitán, Pepa Madrigal, Jessica Darrow, Luisa Madrigal, Diane Guerrero, Isabela Madrigal, Mauro Castillo, Félix Madrigal, Angie Cepeda, Julieta Madrigal, Olga Merediz, Abuela Alma Madrigal",Encanto at the Hollywood Bowl, Released, English,127000000.0,533207056.8,US
The Forbidden Legend: Sex & Chopsticks 2,03/04/2009 ,60.0,"Comedy, Drama, Romance","Rich and powerful Simon Qing has been schooled in the ways of sex by his virile father, but is still a virgin. That is, until he meets his first love Violetta who has fun with him all over his father’s estate. Their love does not last, so Simon embarks on a journey. Along the way he meets the comely nun Moon whom Simon deflowers and then marries. He then becomes enamored of Golden Lotus but she is married to dwarf Wu Da-Lang.","Wai-Kin Lam, Simon Qing, Serina Hayakawa, Lotus, Kaera Uehara, Violetta / Pinky Li, Winnie Leung, Plum, Hikaru Wakana, Moon, Lee Kin-Yan, Shaman, Tam Kon-Chung, Hua Zi-xu, Samuel Leung Cheuk-Moon, Bamboo, Frankie Ng, Wu Da-lang", 金瓶梅2 愛的奴隸, Released, Cantonese,89600000.0,318375960.2,HK
Top Gun: Maverick,05/26/2022 ,83.0,"Action, Drama","After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.","Tom Cruise, Capt. Pete 'Maverick' Mitchell, Miles Teller, Lt. Bradley 'Rooster' Bradshaw, Jennifer Connelly, Penny Benjamin, Jon Hamm, Adm. Beau 'Cyclone' Simpson, Glen Powell, Lt. Jake 'Hangman' Seresin, Ed Harris, Radm. Chester 'Hammer' Cain, Val Kilmer, Adm. Tom 'Iceman' Kazansky, Lewis Pullman, Lt. Robert 'Bob' Floyd, Charles Parnell, Adm. Solomon 'Warlock' Bates",Top Gun: Maverick, Released, English,170000000.0,1481369482.0,AU
On a Wing and a Prayer,04/06/2023 ,65.0,"Drama, Thriller","After their pilot dies unexpectedly mid-flight, passenger Doug White must safely land a plane and save his entire family from insurmountable danger.","Dennis Quaid, Doug White, Heather Graham, Terri White, Jesse Metcalfe, Jesse White, Abbey Rhyne, Bailey White, Jessi Case, Maggie White, Brett Rice, Jeff White, Rocky Myers, Dan Favio, Selena Anduze, Lisa Grimm, E. Roger Mitchell, Brian Norton",On a Wing and a Prayer, Released, English,147400000.0,445526734.8,US
Sniper: The White Raven,08/24/2022 ,76.0,"War, Drama","Mykola is an eccentric pacifist who wants to be useful to humanity. When the war begins at Donbass, Mykola’s naive world is collapsing as the militants kill his pregnant wife and burn his home to the ground. Recovered, he makes a cardinal decision and gets enlisted in a sniper company. Having met his wife’s killers, he emotionally breaks down and arranges “sniper terror” for the enemy. He’s saved from a senseless death by his instructor who himself gets mortally wounded. The death of a friend leaves a “scar” and Mykola is ready to sacrifice his life.","Pavlo Aldoshyn, Mykola, Maryna Koshkina, Nastia, Andrii Mostrenko, Cap, Roman Semysal, Brigade commander, Roman Yasinovskyi, , Oleh Shulha, , Yehor Kozlov, Ivan, Yevhen Chernykov, , Vadym Kurylko, Hyurza", Снайпер. Білий ворон, Released, Ukrainian,1000000.0,102414815.2,UA
The Enforcer,12/01/2022 ,74.0,"Action, Crime, Drama, Thriller","A noir thriller set in Miami, the film follows an enforcer who discovers his femme fatale boss has branched out into cyber sex trafficking, putting a young runaway he’s befriended at risk. He sacrifices everything to save the young girl from the deadly organization he’s spent his life building.","Antonio Banderas, Cuda, Kate Bosworth, Estelle, Mojean Aria, Stray, Alexis Ren, Lexus, Zolee Griggs, Billie, 2 Chainz, Freddie, Aaron Cohen, Joe, Natalie Burn, Olivia, Mark Rhino Smith, Doom",The Enforcer, Released, English,1261569.0,102023958.0,AU
Diabolik - Ginko Attacks,11/17/2022 ,57.0,"Crime, Action","Diabolik nearly gets caught in Inspector Ginko's latest trap, leaving his partner in crime Eva Kant behind in the escape. Furious, Eva offers Ginko her help in capturing the King of Terror, but the former has to face the return of an old flame of his.","Giacomo Gianniotti, Diabolik, Miriam Leone, Eva Kant, Valerio Mastandrea, Ginko, Monica Bellucci, Altea di Vallenberg, Alessio Lapice, Roller, Linda Caridi, Elena Vanel, Pier Giorgio Bellocchio, Sgt. Palmer, Ester Pantano, Capo ballerina, Andrea Roncato, Barbo", Diabolik - Ginko all'attacco!, Released, Italian,21680000.0,1228459.0,IT
Scream VI,03/09/2023 ,73.0,"Horror, Mystery, Thriller","Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.","Melissa Barrera, Sam Carpenter, Jenna Ortega, Tara Carpenter, Jasmin Savoy Brown, Mindy Meeks-Martin, Mason Gooding, Chad Meeks-Martin, Roger Jackson, ""The Voice"" (voice), Courteney Cox, Gale Weathers, Dermot Mulroney, Detective Bailey, Jack Champion, Ethan Landry, Josh Segarra, Danny Brackett",Scream VI, Released, English,35000000.0,167273149.0,AU
Avatar,12/17/2009 ,76.0,"Action, Adventure, Fantasy, Science Fiction","In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.","Sam Worthington, Jake Sully, Zoe Saldaña, Neytiri, Sigourney Weaver, Dr. Grace Augustine, Stephen Lang, Colonel Miles Quaritch, Michelle Rodriguez, Trudy Chacon, Giovanni Ribisi, Parker Selfridge, Joel David Moore, Norm Spellman, CCH Pounder, Mo'at, Wes Studi, Eytukan",Avatar, Released, English,237000000.0,2923706026.0,AU
